upload_id,transcriptions
560,"As a parent to a very aware advanced 6 1/2 year old it's been really hard trying to do the balancing act of shielding him from the television or any news of the sheer number of deaths. 
Its very hard on him not being able to see his friends and be social but he does have an understanding that us staying home is for our wellbeing and safety. We pray when we need strength and to be lifted up. We play and enjoy each other's company as much as possible and actually have found alot of fun in our new found time exclusively together. I bake a lot and he loves to help, especially the tasting part! We play board games, create art, tell jokes and have epic movie nights complete with all the goodies and snacks! So all in all we feel very blessed to be in the few minority that has the means to actually stay 100% home right now during these trying times. When being stuck at home begins to weigh on us we just remember how truly lucky we are to have everything we need and want right now especially the gift of us all being together as a family safe at home.
We are making memories and getting through this together.
We do miss everything we used to do but also have learned to adapt to this new normal by understanding that this too shall pass."
564,hi there I'm not sure if I guess this is recording and the last I will say all began for myself and for my daughter we've been able to stay focused on following what is activist that means continuing to be safe following the the rules that are set before us and other words I would say things that we already were doing before this whole syndemics took place however it's just more intense and something not to take lightly make sure we follow the laws of wearing a mask especially when I'm on the train the buses you know stores my daughter doesn't really too much go out much because of her past history in terms of medically however we are busy regardless she has to therapy next happening virtually speech therapy that's happening virtually her counseling therapies happening remotely so you know we have not allowed for this unforeseen occurrence to slow us down in our lives life still must go on regardless of the situation it is sad to hear it's one thing to be ill for weeks but it's another thing to lose a life and that is the most hurtful part about it any of this stuff this is the loudest s and I believe they are humans that becoming so desensitized by death that it becomes just the norm and I wouldn't say all but it makes me wonder you know what are in people's minds and hearts 2 here's the amount of loss one's family friends strangers you and I've never even met within an hour and I'll circle with hearing about it you know and it's also a choice at the end of the day if you want to go and get checked even if you're not experiencing any symptoms I'm sure there are thousands of people who could have contemplated on doing that but they're like what if comes to mind what is EULA return back home to my loved ones what is will I have to stay in the parameters of ones that are experiencing what I'm spending some so there are many who are refusing you know when you're being told you can have it but no symptoms who wants to find out so I thought about going to go get that done you know for myself it does in the way you know he hasn't a little affected us. Evening to see the lights are not actually stopped but the things that we love to do but then there's a flip side to it you know it gives you more time to rest to do things that you weren't able to do before to reflect you know there's some good out of this unfortunately we can't forget about the pad but you make use of your time wisely and look around you but let me look around you are there any kind of questions on your head some people blaming God I have nothing to do with this not on this level is not responsible for the deaths no but anyway
567,"I think my biggest fears and frustrations through this time. Are just knowing that my child already is behind in school and also socially and this. Of not having you know her in school and also a limited social interactions I think will greatly affect her and then upcoming months it's also been somewhat stressful on myself because I feel like the school has put a lot of extra burden on us to do a lot of what I felt like they're responsible before and I don't feel like I'm really adequate to be able to homeschool my daughter or teach her the way that she probably is at school, I don't know their methodology so it's a little bit confusing and it does cause not only frustration with me but frustration with ustogether and I think you know also just for the both of us just not knowing when things are going to end or when they're going to be over it's difficult to know or just say when will go back to some of the things that we like to do what we want to do or when we'll take a vacation or when we'll be able to go to a store and buy new clothes or just do things that we like to do in that we enjoy as well as visiting family you know we had some family events that I'd be canceled because of this and not knowing exactly when we'll get back to that point to as well and then when we do also what it's going to be like because it's going to be differentso I think those are her major concerns also I think physical activity is been somewhat limiting cuz generally in the spring we start baseball or other sports programs and those of all been curtailed this year so yeah there's been a lot of frustrations and anxieties and you know we've we've had our moments definitely at home I'm too just interaction where your frustration levels can get kind of high but then on the flip side to I'm also like very happy that we had this time somewhat because it has brought us somewhat closer together I'm kind of cognizant of the fact that this time we'll end at some given point and then I wish that I have done something war of Wednesday or the other and will probably beat myself up about the fact that I probably didn't do as much as I wanted to buthoping to at least take advantage of the time that we have now that is extended that we don't normally get to enjoy time together as well so that's really about it"
571,issue is fear is so much fear you don't know what to expect more fear I'll be live in New York City which is like that the whole United States has been affected the whole world of courts in the United States has the most deaths but specifically New York City see so many deaths are men we know several people have died credibly scary I work from home mostly but I have to go to the office several times a week and I stay for a few hours and I'll come back and I'm basically living with my mom during the week so she could help me while I try to work from home because I have a toddler and my oldest and eldest is the oldest of the one was on the Spectrum so it's been a complete change of routine we don't go outside I'm the only one that goes outside basically there you used to go to the park zoo zoos and museums Children's Museums samsara Villages homes and stuff like that we're doing none of that none of that and I worry that my oldest getting used to it like I said I'm worried for her mental health and her behavior which was already bad right before schools closed it was already terrible and I was going to seek more help for that she's going to get re-evaluated and all of that was put on the backburner there were talks about sending her maybe to a different school and looking into that school that will that will know how to harness your creativity but I don't know everything is just up in the air I'm very grateful I am still working I have a source of income very grateful no one in my immediate family has gotten sick I'm grateful for the extra time with my family but I'm scared for the future because we don't know what to expect if this comes back harder in the fall in the second wave what does this mean for Life next year if we have a vaccine I asked for the same things that I don't I don't know by the vaccines see if she's there not testing them like they do most of the other vaccines which I'm okay with vaccines are there the government to some around is just like fast-tracking it right because they want the economy to be stimulated so is this just all the stuff to worry about I've never been so grateful to be alive but also so uncertain about the future Square I just hope for the best but I believe a social Society like all of us because it's the most challenging time and I don't know what to expect that's all I got
572,I'll just click on it it's a pretty obvious big button you can't miss it and I think the biggest problem before his people didn't know that they were actually recording so this just makes it abundantly clear
573,I think being home this last month-and-a-half has kind of been a good thing in a way for our family just due to the fact that we're always rushing around between school work practices and there's never enough hours in a day so this is giving us a lot of good family quality time together we're eating dinner together every night we're more in tune to each other we're we're here for each other and it's just good family bonding time that I feel like with the hustle and bustle of normal life we we tend to lose track of these things even though I try to keep it on as much of a routine as possible before this all happened it's just better this way I feel like as far as us just with a spending time I don't have to worry about rushing them from processes to practice to meet art lessons to all that stuff so I think it's great it is a little scary that we're all experiencing Mis but at the end of the day we all have to do what's right and I keep saying thank goodness that we have our health and I just hope that it stays that way
575,hello I am filling out the survey I think my daughter has suggested okay to all the restrictions because of covid-19 but I feel that she misses her friends and is looking to screen time to compensate for the fact that she cannot see them in person it's a very difficult for a 15 year old not to have in face time or in-person time with their peers and she's unfortunately using screen time with friends playing video games creating a stories and chatting rather than doing homework because she misses them so much so I would say that is our biggest concern
584,well this crisis I don't feel like specially I don't have a especially any fears and frustrations sounds perfectly fine with being homeschooled can be stressful sometimes but overall it's mostly just like school it's not the teachers in there for though I do know that other people are having some trouble which isn't exactly good and they probably would need some help so it would be great if somebody to try to help them but nobody is Ever After High School now Haitian now home barely anything about life so yeah where might a frustration though all I can say that well sometimes in the war can take while and but yeah that it's mostly yeah it's like school like this you can get extracted or you can just take a while and work is different than usual instead of going to instead of going to a class we watched video for for information and we get to know what we're supposed to do and then we write it down on the Google Docs what I really hope that we get through this and hopefully the virus doesn't get too dangerous that starts affecting too many people we are already hasn't affected the younger too much but has affected the oldest a respiratory diseases especially dangerous but it is getting a bit more dangerous I just hope it doesn't bye
607,hello I am the mother of a 16 year olds and I would boy and I would like to share his experience during covid-19 so my son is he he's an introvert so he doesn't he's not very good at reaching out to people but he does really enjoy the social interaction that he gets at school so he the school closure has really been hard for him because that was really his only social outlet he would go to school he would see you know his friends and they would have that camaraderie and you know that he would come home and do his homework and you know just going to crawl back into his shell so not having that routine of school going to school and seeing his friends he's not very good at reaching out to them proactively for example texting them or God forbid FaceTiming them like that so he really has been a recluse since schools closed and yeah and I think that this is definitely having some mental health impacts you know he's feeling lonely isolated he's not one that really shares his feelings but I can just kind of tell from his body language is demeanor that is really not enjoying this and as a result of covid-19 he's on the screen I mean I don't know 14 hours a day doing homework lots of distractions of YouTube video games so basically he gets a bee gets on the screen and then he gets off the screen then goes to that that's his life so it's been pretty pretty hard for a teenager as adults I feel like we can self-regulate and see you know like for us all to go out get exercise etc etc but for him you know he's kind of been in this just the screen Zone and with no social contact so anyway that was my feedback that I wanted to share with you thank you
608,hello I'm the mother of a 16 year old boy and I would like to share my his experience during covid-19 my son is very socially motivated he loves going to school to see his friends and this is really the highlight of his life however he's not good at being proactive and reaching out to his friends so for instance since schools have shut down he has basically you know not really reached out to any of his friends and feeling very lonely and so he misses school a lot was really crushed when the mayor you know announced that schools will be closed for the rest of the Academic Year I really really disappointed because he really look forward to going and seeing his friends at school everyday he's spending I don't know what 12 to 14 hours a day in front of the screen and yeahthis is really sort of a depressing. In his life right now because he he needs that social interaction that is not good about reaching out about being proactive and and this just basically on the screen all day and yeah I think I don't think it's good for his mental health so you know just kind of wanted to share that I think anything that schools can do to kind of encourage or mandate more face-to-face interaction be assumed whatever is is would be good for for a teenage kids who crave that interaction but might not be so good about about reaching out to their friends thank you
609,Okay so the first & main concern that we have at the moment is at our normal life Bona be back to normal on September we know this end of the year is pretty much and decided for but next year something that's we we have tons of concern regarding it that we have a daughter going to middle school next year and if something's not going to start as these or any more learning starting new school it's something that we talk a lot that's home and we discuss what we think's going to happen and then what song says strange and weird and we also have our son that these actually on a process indeed healthy brain Network and actually homeschooling now we see a lot of Austin effort and issues that we hear from from school and we handling it day-by-day and nice it's not something that is easy and bring a lot of more frustration into the family things that we handled only half of the day and the time is becoming a daily thing for us and unless the necklace for our concern is the fact that we need to talk a lot of our task and we both me and my husband and we have two kids and it says that the work life balance is disrupted for a working from home and what does help us so oldest and situation at the moment is basically being together it's something that we see makes us stronger we are all of us together for better for worse all the time and will stop most of the time we don't say go out and spend time out so it's definitely an assembly Builder
610,hello I am the mother of a 16 year old boy and I would like to share his experience of going through covid-19 my son really looks forward to going to school for the social aspect of school so he really enjoys seeing his friends and you know all the camaraderie that occurs he is however not very good at proactively reaching out to his friends and as a result has failed you know hasn't really done a good job of reaching out to them during this period of school closures and as a result he's feeling isolated only think a little bit depressed and you know his pee feels like his life is just like wake up sit in front of the screen Work Work Work video games and then go back to sleep so he's spending like I don't know 12 to 14 hours in front of the screen and was very little social contact andso it's definitely been hard for him so yeah I think mental health is you know definitely not as good as as it was and so I think that's a big side effect of the school closures is just these young people just being home being in front of the screen for such long periods and just not having that some healthy social exchange that the school environment you know gives them thank you
611,what has been helping me through this is knowing that we're spending more time together as a family instead of having to run back and forth between schools for CCD doctor's appointments and all that we're spending more time with the family we are learning to be more tolerable of each other were learning how to do things together how to get along and just the value of what family is would probably have gone to the Wayside over the last few years for many families at home so I find is very good for us and it's very helpful
615,I need the biggest struggle for me as a parent during this pandemic is raising two emerging adults right now helping them launched into the world and seen that they are both very concerned about what the future holds for them what the economy's going to look like whether or not they'll be able to find employment and then you know beyond a Basics just whether or not they'll be able to have a life where they can you know by a Holman and put down roots and feel secure in a time when everything seems to be it's also hard as a parent to raise a child with anxiety and to model the behavior when you yourself are feeling anxious and concerned in the worldit's just difficult and then to have a government that doesn't doesn't model good behavior doesn't does a show resiliency doesn't make us feel like this is all going to be okay it's really just a massive sort of title mess but then you also look around and you see these amazing people working on the front lines giving their all for the good of mankind and maybe the Hope through all of this is that we can come out on the other side of this with a Kinder and more open another and a willingness to do what's best for the whole versus just pursuing sort of individual individual goals may be the focus will you know stop this play car culture of consumerism in and turn us into people who really care about Society I know it's just a difficult time I worry a lot about my kids and I want them to be hopeful for the future but it's pretty difficult right now to see to see what they have us with so much is unknown
616,some of the advantages to come from the coronavirus and then napping any school
618,I think that my biggest frustrations to the rink covid-19 is the fact that the social emotional aspect is being taken out of the every day work please
624,I think the coronavirus pandemic has been really difficult for parents for me in particular I'm a single mother shares custody of her daughter 50/50 with my daughters a father and I really were both you live in the same time that he has gone to his serve a vacation home in the country and he's gone there and so the custody Arrangement is all different there's been some stress and then quit them working from home during this time so that were my daughter is with me I'm not able to give her the attention that books she deserves and that I think that she needs to stay focused working on you no school day there's a remote schooling and she has that little laptop and all that so I can do it but if I'm not checking in regularly yeah you start requiring her to to engage you know she makes it hard for me to accomplish my task anxiety and stress and frustration with the whole you know I mean this is the world Brian but it's difficult and that we haven't better than many many people and another thing that actually angers me that has nothing to do with my immediate situation was just the lack of the lack of is social safety net support for 4 in the individuals and families in the United States another linkage between health insurance and employment or the lack of certain Universal income or. You know severe economic downturn or whatever you know this is this dog really problematic and makes me really angry so that also started my fingers a little bit when I'm where is my daughter cuz she is also like a very strong personality and requires you know The Preserve it already you know the way things are going personally and then the way things are going through it makes it really hard but yeah cuz I have I think that's everything
625,I'm a mother of and 13 of a 13 year old son who is in 8th grade and graduating due to this pandemic that has taken over the world and immediately in our area she's unable to participate in his graduation his prom living with Milestones that he worked hard for throughout the school year to achieve what he deserves he deserves his graduation to be with supposed to be sorry I'm getting a little emotional senior trip where they were taking them to the Poconos are you deserve his you know days in school where they do every single thing here did not do any work on those days but they're doing things for their yearbook they doing you know their autographs where you know this students and principal and teachers and consign their yearbooks in sign their autograph book for them to take pictures you know what so I feel bad for my son funeral cars in that area because is nothing that we can help with nothing that we can change the make these things actually happen but you know I try to let him know that you know he will be okay at least we're healthy and leave here healthy you know and then hopefully when this is over maybe sometimes even if it's not on the date maybe they can do something when they can celebrate teeth study for test the nervous for him and the stupid through it things of that sort so that's basically as a parent Wicked you know and things of that sort but the daily activities that they will be able to do and chairman after school the way they do with the possible you no King but they have you know that's not being every time you look forward to seeing his friends he's not you know a little boy was my big boy now that makes friends easily kind of thing. So when he does have friends he's excited excited to see them play something with them and that's about it thank you
629,so high it's been quite difficult to be home with teenage child misses her friends and going outside and I'm working from home from home luckily we still have our jobs not really having issues playing paying bills which very blessed but it's been difficult to not see family or friends at least my kids can FaceTime with her friends and contact with them but it's not the same when you don't get to see the kids introvert a little a little fatter try to keep her active I got to go outside to walk the dog and do things like that keep her active in the house but if there's only so much you can do with teenagers teenagers are very different than having like four year old running around a teenager like that closeness with their friends you know even if Dad joking around and doing absolutely on the way home from school and then think knowing that the summer also and program even harder still thought of it but hopefully it won't take a toll of my child mentally cuz that is I think it's on myself and watching her go through certain changes we'll see how things go and hopefully in the future you know we can get out of this with nobody being sick and you know so far we've been lucky and black hopefully this will be over real soon thank you and I hope everyone stay safe and healthy
633,this has been very very hard for our family because my husband and I both have been working through this crisis my husband and I are both school teacher I'm teaching Zoom online live throughout the day in my husband's doing the same he's doing his vehicle Google Classroom our time is very very sensitive for daughters are twins at 6 years old and my daughter Jessica is having a really really really tough time not seeing my friends is it it's hard because she's sick and they give you homework which is on a tablet a computer of course we didn't have enough computers for everybody to be doing their work me working from home and working from home and get your kids to do their homework they need their homework to hand over hand because they don't know how to feed I mean it's just this whole thing is just been very very very frustrating for our family onare seeking psychiatric help out ourselves to help us cope to help me COPE in actuality cuz it's just been very very challenging to watch both online and be a parent and me and Mom Uber for my parents said you know what everybody need toilet paper and hand soap liquid hand soap I can't I can't seem to be able to find liquid answer three months and our daughters are saying our anxiety as what has been going on I'm trying to go to the food store isn't there a little bit fearful because they actually saw as physically put on everything and there's a lot of questions in around its mass every single day am I going to get the virus has sneezed is that the virus you know I'm good call oh my God I didn't like that the virus so is it is been trying to explain a lot of these little questions that you know that your daughter still need to know but they're very very careful of of getting it or knowing someone that's gotten it and I wonder could it be us is it us so what is helping us getting through the crisis is just a sense of family and unity one thing good about this is that I'm I am not commuting to and from New York City are you get a chance to actually have three meals a day with my family they spent much time together we get outside at least twice a day as a family and you know we love each other dearly and that's what really helps and we keep a strict schedule because kids need continuity kids need to know what's going on in Rolling online that's what it is
634,I grew up in Michigan so I was raised to prepare for storm situations where that may lead us stuck inside for days because of power or ice snow even living in the middle of climate of milder climate in New Jersey for the last 12 years I'll still like Jiffy Pop TriCity and muffin mix without milk and eggs dairy just part of my standard getting ready for winter routine this is different though things I'm used to being prepared for it wasn't even the prepare for homeschooling because we can clear up old laptops and purchased a powerful routerit left me unprepared mentally I was not prepared to stay up all night because I have nightmares about my children dying in the hospital alone because I'm not allowed to be with them and I was not prepared to search for food delivery for my parents so they don't go out at their house to go shopping I was not prepared to that have a way to escape constantly being with my immediate family and can't go to work you can't you don't leave the house I can't take them to the ice cream shop I I wasn't prepared to not have a job. Had not had a job since I was 15 but it's not just lost my job I haven't heard from my co-workers for 3 and 1/2 Weeks nobody's they haven't called to see how I am and the deal with all these what apps you know my husband's company is talking about what if we have to cut everyone salaries and you know when they were talkin 20% it was okay but they're throwing around the idea of 50% salary Cuts I mean that's pretty freaking scary I wasn't prepared to handle the Panic inside like when you go grocery shopping and I went through three aisles in the store that had nothing in them like I couldn't even forgot to remember what that I owe used to be I passed the baking aisle three times before I realized that was the baking aisle where flour and sugar and stuff like that should be all right I was a prepared for that you know my mom's generation specifically kids that were my mom's age so kindergarten through second grade when the the polio big the whole generation they weren't allowed to go swimming because the parents were afraid that if they swear they would catch polio easier so they weren't allowed to go swimming so they never learn how to swim and my mom caught polio anyway so my grandparents Terre Haute savings making her better and her personality changed she was no longer the leader of the kid talking to my uncle became the leader you know it's they they say that the polio cost her a definite personality change so I think that's my biggest overall worried besides its immediate is what what is going to be the long-term change in my kid's life because of this event right now to hear they can't play ball they can't go they can't join their sports leagues they can't go swimming then they might not be able to go to camp that can't go to school I don't know how this is going to have a long-term effect on them or not I don't know yet and I suppose that scary
638,hello I hope you are getting this recording my name is Lori real the Trap I am the 62 year old mother a 12 year old twins Jemaine and Daniel chop and we are home my husband's home he's musician who has lost a lot of students and now he's doing online teaching I'm a mental health counselor I'm home I do counseling I have a few people to stay online my boys are doing well there with their schools they seem pretty happy we keep them active and pretty much structured sometimes they get on each others nerves and fight there if they feel bad because they can't see their grandmother and hug their grandmother in their school friends with their very social so they were talking to a lot of their friends the pretty busy during the day and are flourishingyou're safe so all's well we make them do push-ups and sit-ups and piano we didn't even spending time doing family music videos that's been fun celebrating a birthday reaching out to our friends and family may be part of that as well the old well with very blessed and they're very healthy so I'm blessed thank you and I hope you're getting this recording
639,hello I don't know whether you can hear me or not I hope so I think I'm being recorded I have about two days where I was fearful and being on the mental health counselor I had to snap out of it and get on with it and those are my children playing in background please be quiet while I record this guy's I'm very very very blessed to my children are thriving they're doing their work I mean they're having fun with each other their twins they do fight sometimes too no come on tonight they get on each others nerves but for the most part they getting along you know I'm a I'm working from home so I get to spend a lot of time with them we get a lot of hugs and every day I get to cook them great meals at all and all all is well here they were 12 yesterday stop it and there anyway I hope you getting this we can't wait for this to be over though we're making the best of it for now thank you
657,it's been about five weeks since the side he has been shut down and we've been forced to be home because of this pandemic there are so many people that are out of work or struggling to make ends meet financially because of again this pandemic I'm lucky to be in a job where I'm still working even if it is from home which brings its own host of issues problems new stressors in many ways I think it's more stressful than working in a school social worker so I spend all day on meetings with parents reaching out and do counseling sessions with kids just doing basic case management staff andit it's taking me so much longer to get through that then if I was in actually in work so after putting in more than my regularly scheduled school day I then turn it off and need to go back to being a parent and as a parent my kids are getting video lessons and educated online but then there are also left to their own devices for much of it so when I turn off my school day I start their school day so my evenings are now a friend doing we're redoing work with a 5th grader and a high school student and it just really makes me concerned what's going to happen to those students whose parents don't have the ability to help them where are working on our front lines and coming home exhausted and just can't do this stuffwhen Society opens again it's it's nobody quite knows what the new normal is there such a word as going to be how much of our Lives will go back to being the same how much is going to be changed how much PTSD are we going to see in our kids in our grown-ups especially in our health care workers who were on the front lines so no one really knows where does pandemic is going to lead us and what's going to happen
658,advantages has been that the mornings are always a very big struggle getting my son to be ready for school on time was exceptionally difficult for him was very hard for him to do whatever you need to do in the morning like it just took hours getting ready for school and by the time either missed the school bus or by the time he made it was very tense and so that challenge has been issued now except for that he's never ready I mean he stoled witness but at least you don't have the pressure of having to make it to the school bus and then in terms of like socializing that was a very challenging for having school so although he missesbeing in school and seeing friends cuz none of that life daily fighting and you're not having to struggle social skills and that situation so in a way it's been a lot less stressful for my son so that's been good but other challenges aren't that is just so bored you know 9 year old boy all day is not easy so
669,so I thought I would speak also as a parent I have one son and University who had to come home to The Cove in so his university wasn't for that much longer so he accused in Computing science so it was sort of a natural I think shift but he's he found it quite hard to learn such a technical stuff without a teacher right there and without the classmates and he did it but I think it took a little extra effort and right now he's done all his exams so I'm very proud of him she finished it Choice one more year so I'm not sure what next year will look like and it's kind of disappointing kind of a no closure ending in a way to it just sort of ended and then come home and get all this stuff and stressful but doable and not that big a deal depends on if it goes all next year I think that would be a whole other thing that will have to deal with then I have two other kids in school one is in high school grade 11 she kind of has special needs and it's been we were at the point honestly of pulling her out and doing online school anyways to be honest it kind of worked out in her favor but then we realized we have sit with her and actually make sure she does everything and like yeah my husband is actually better at that than I am and I feel like I burned out just trying to get her to go to school for so many years but you know hopefully this is the way that she can learn and even if it goes next year it would be nice if she had a grad next year at the end and she misses her friends a little bit but she didn't really have that many friends so anyway it's okay my son who is in Grade 9 he's also quite an introvert and she was developing a sensitivity to lots of chewing sounds and stuff and he was getting a lot of anxiety in a wave by being at school a lot of annoyance with his classmates cuz he's been with them for a long time it's a small school so honestly for him he's loving it he loves his free time he hangs out with his big brother who is home from college and so far honestly it seems not bad for my point of view he's doing great he's self-motivated he's doing it he's doing well he was an a student I think he likes the efficiency of it and he's hoping to go to a big high school next year so that could be a bigger let down I think if you can't do that but we'll get there when we get there and yeah I think for me it's sad that there's no graduation from Grade 9 that's my last child so that's a little bit of a lack of closure again but she's happy so I'm happy as well so that it's not been that bad my husband's also check he kind of guy so he was able to fix up our internet to be better and we had to do a lot of rearranging around the house to make sure everyone had a good space and that they weren't beside someone who is annoying them and I didn't want any computers in their bedroom so we managed. But it took a bit of effort was a little stressful and we have to do it all pretty quickly and you can't really go shopping and so that was a bit of a challenge and I'm having a hard time actually getting them to do exercise or you know get up on time I've had to be really flexible and let them work in their pajamas and just let them like figure it out and I think it's been realistic expectations on them now so it's an adjustment. So I've been pretty gracious I think and it's going okay
670,I'm concerned about the health and safety of my family and I'm also concerned about the lack of Education that's available to my children now I'm worried about what's going to happen to them next year are we going to make up for this time socially academically and emotionally
674,we're getting through it I guess we'll see the love of our family members as Rite Aid in yet that's was easy because I have people to talk to and if I'm stressing Nia Peeples you know basically calm my nerves but other than that it's a stressful time it's a hard thing to go through but I think I finally we're all welcome NASA live New York we've been through more worse things than this so I'm pretty sure we'll get through it.
675,we don't realize how things affect us in different ways especially our children a lot of times they just don't understand what's going on and a time like this it's extremely confusing to them and it's hard for them to understand but we're definitely getting through this together as frustrating as it is this crisis has been extremely scary and you know the needs of our children and stuff is very important so we continue to learn and grow and only hope things get better
676,this time has been very frustrating for myself and my family but what has helped us is family really being able to laugh together and cry together and be creative looking at different recipes and cooking what has been very frustrating inside is telling my aunt that I don't know when he'll return to soccer practice to the the group and his team that he loves very much and has been playing since he was three years old but I hope and pray that this will pass rather quickly
677,I am worried that my boss is might compel me to work and I Haven of covet
683,"I just wanted to emphasize how New York New Jersey and rims a coronavirus crisis It's upsetting that the potential for medication hydroxychloroquine is not available and Dexter can already prescribed Pharmacy Lord delivers this medicine they haven't done that is helping him out patient outpatient settings so they don't let the patients to recover Vans are just beginning to be Sikh Isaiah keeping this medicine on like when people is in the hospital and two very very sick when it's really not help him sleep with parents that don't have the knobs protective equipment that don't have an a ventilator some it's not a job it's just a job and they just areeven if New York collection I think the most taxes in the country they're like state car tax and see to talk some level of two businesses, surprisingly bad as that same battle how good so I can manage and people are diadem's and just do nothing just talk and so this is my Frost and ice and I'm frustrated about schools that are not open as are like my kids at home and it's like Zoom is like whatever I digital is not very good and hopefully we'll talk over the times of Crisis thank you"
685,hi my thoughts and feelings are I hope we all get through this I Pray for the people who are on the front line I pray for the scientist I pray for everyone to be safe I'm a little worried about things and catching something but I think if we all you know just stay home where I'll face mask wash your hands and be calm we are Carolyn and I are my daughter and I were planting plants in the backyard and we are getting along okay and doing making the best of this
686,hi my name is Samira Bermudez and I'm the pirate of Genesis Coupe dollars to try to get her to but I'm one of the things that I wanted to hear about my frustrations or fears more so frustrations is that my son was five and my daughter who's graduating Senior High School inside Schoolunfortunately those events will happen with you due to the circumstances I totally understand my heart aches too much for my children to the last time she seen her friends was the last time she will see her friend is so sad with other people's lost or the nice lost in Chinese. Are you able to identify mr. eyesdo not exist in an absence you know someone who I cannot see you in a few flowers to the biggest thing the biggest hope her half of this is how you know these kids don't be emotionally disturbed course card out of an arc of socializing they have with their friends and I hope that you're going forward into the next year that you know all these things are not aligned I hope and pray that all this is overthe only thing that I paid out right now with me and my family is that we spend a lot of time together so we're able to understand each other sometimes a lot of motion and we're home but we haven't taken shower works and what you just paying the positive things and you don't even do what we can to keep I can speak for everyone when I say it's extremely overwhelmed me and all this is over I pray for the families that lost tonightI appreciate this little survey that can help me get a gallon of milk from Amazon for my baby
687,this crisis has affected my family because I am an ER nurse my husband is a detective with the Emergency Services Unit in the NYPD my older son has ADD as well as autism and my younger son's drives in a classroom setting and not in a home setting so I am still going to work witnessing the virus ravaged healthy populations as well as sick populations regardless of age gender or race we do not understand everything about it everyday we're learning something different about it sometimes that conflicted something we've learned about it before he was vice prostrating I am not provided with enough protective equipment at work to perform my duties properly luckily I was able to get my own but that should not have been necessary my Hospital Administration has not been communicating with the staff or depress our Union is not very helpful Staten Island has not gotten a lot of help from all of the medical staff coming from other states and God bless them but our government or our hospital is in sending them to us my husband is also pretty in paramedic and he you know is he's not expose as much as me but he still is getting exposed and we have a nine year old and 6 year old at home with them have asthma so it's a constant concern I can't kiss my boys good night and they want to and I told them off when I call them hug them because I can't have them to close to me my older son is missing his fourth one specialized classroom is missing his speech therapy he's missing his occupational therapy he's missing his terros health in the class struggling to learn what the teachers are posting online my younger son usually has homework done in 20 to 25 minutes and yet he can't do any of the school work as quick as that and he keeps on telling me that it's because he misses school he misses his classroom and what can I do about that so they're struggling with my husband and I had to switch our shift around because we can't have anybody babysit so it's been kind of a lot on our family and and my husband and I are dealing with it okay but it's still frustrating I have friends who own their own chiropractic office and they're making a 1/4 of what they usually make this was after insurance had cut their rights to begin so now it's just getting worse I haven't been able to see hug kiss my mom she's had to put down her dog of 13 years and I can't go over there and help her and be with her as I want to my in-laws are in Florida and they can't come back until this hard on everyone and I pray that it is over soon
693,hello the coronavirus has been okay at our house I find that my son is more connected to us he feels more loved he is more helpful around the house doing chores and stuff because we're doing them together we're doing more family stuff together or cooking together as a family were watching movies together or playing games or taking walks with the dog and I think that's helping him work to his trauma more of course it's difficult and more time-consuming for me because I I have to still work on top of helping him with his school work but overall there was a bump in the first week and a half or so first couple of weeks where it was a little difficult until we got the hang of everything but once we got the hang of everything it's been it's been really nice actually we were kind of homebodies anyway so things haven't changed too much we aren't able to go camping in our camper since everything is closed and he hasn't been able to do drum lessons and the dance and drama classes that he was taking but other than that nothing has really changed all that much and in fact it's been mostly a positive
694,I think that was frustrating me the most during covid-19 is the fact that no one is really taking the social emotional component inside practice that we're not looking at what students need in order to get by tunde several times as a teacher myself I'm unable to help my children serving their school day because I have to be a teacher there's no flexibility in what can be done doing today everything is expected to be completed in real time and it's very frustrating because I'm neglecting my own children in order to satisfy the requirements of my job is causing a lot of anxiety not only of myself on my children and within my householdI think I know one is paying attention to the fact that it's not that we can complete these tasks is that we never needed to complete them all at the same time and that expectation you know that because you're home you're able to do is simply unrealistic unfeasible from many
695,I think that one of the greatest challenges about the time they were in right now for adults and children are the effect that it has on you when you were used to being a very social person example as an adult I work in the fields I'm used to going into my account your daily interaction with people or my son you know this is the first year of middle school he was at a new school he was just getting to know you friends and really starting to kind of find his way and coronavirus has that it interrupted that you quit again and that kind of hurt and I know that in the great scheme of things I still have my job my child is healthy my parents are healthy and so I don't take that for granted because I know that they're people that are out there who have lost their jobs we're not able to provide for their families whose family members are in the hospital however what I think of the overwhelming feeling for me is sadness worried my anxiety is definitely increase and I think that children especially are going to need a lot of therapy and a lot of resources to help them deal with the effects of coronavirus and the things that have happened around it it is mentally exhausted for adults who have the tools to handle it and so I often worry with children who don't have the tools to handle it how they will affect them and it makes me sad because I think that this country really doesn't understand totally what's going on with coronavirus I feel like it is learn as they go because it's something very new that many of my doctors Inn at work have never even seen or heard of before and so that's also that they must experience the fear of the unknown and that we need to know more about that. That's how we've been affected here in my household
